customer id,customer_name,age,gender,age_category,churn,total_spend,average_spend,purchase_count
12618,Teresa Harris,66,Male,Senior,1,3115,778.75,4
12619,Michael Riley,28,Female,Adult,0,7196,799.5555555555555,9
12620,Randall Wallace,18,Male,Young Adult,0,4860,694.2857142857143,7
12621,Christopher Grimes,54,Male,Senior,0,6999,874.875,8
12622,Gloria Davis,46,Female,Middle Age,0,1032,516.0,2
12623,Joshua Clark,50,Male,Middle Age,1,5144,857.3333333333334,6
12624,Michael Stewart,39,Male,Middle Age,1,2555,511.0,5
12625,Erica Chang,46,Male,Middle Age,0,3369,673.8,5
12626,William Richardson,54,Female,Senior,0,440,440.0,1
12627,David Joseph,56,Female,Senior,0,3148,629.6,5
12628,Ian Eaton,49,Female,Middle Age,0,960,480.0,2
12629,Helen Dodson,63,Male,Senior,0,2742,914.0,3
12630,Joseph Higgins,26,Male,Adult,1,3169,1584.5,2
12631,Samantha Gibbs,23,Male,Young Adult,0,2430,405.0,6
12632,Monica Mccoy,34,Female,Adult,0,3268,653.6,5
12633,Jill Church,60,Male,Senior,1,3992,798.4,5
12634,Laura Bryant,52,Male,Senior,0,4916,983.2,5
12635,Dale Bennett,23,Male,Young Adult,1,3597,1199.0,3
12636,Blake Jordan,58,Female,Senior,0,5727,715.875,8
12637,Michelle Johnson,41,Female,Middle Age,0,1855,463.75,4
12638,Gina Roy,51,Male,Senior,0,3810,762.0,5
12639,Dawn Campbell,63,Female,Senior,0,2326,775.3333333333334,3
12640,Catherine Trujillo,50,Male,Middle Age,0,4958,826.3333333333334,6
12641,Caleb Baker,63,Male,Senior,0,2876,479.3333333333333,6
12642,Monica Carrillo,54,Male,Senior,1,2412,603.0,4
12643,Rebecca Keith,55,Female,Senior,0,8789,1098.625,8
12644,Jamie Smith,25,Male,Young Adult,0,3845,640.8333333333334,6
12645,Ashley Valencia,51,Female,Senior,0,5512,787.4285714285714,7
12646,Lindsey Navarro,45,Male,Middle Age,0,759,379.5,2
12647,Anna Reeves,68,Male,Senior,0,4354,870.8,5
12648,Jesus Greene,44,Male,Middle Age,0,2100,525.0,4
12649,Jenna Davis,50,Female,Middle Age,0,3349,669.8,5
12650,Pamela Kaiser,53,Female,Senior,0,5209,1041.8,5
12651,Judy Finley,68,Female,Senior,1,3705,1235.0,3
12652,Erik Jones,62,Male,Senior,0,3038,607.6,5
12653,Brandon Melendez,22,Female,Young Adult,0,2361,393.5,6
12654,Melissa Sanchez,42,Female,Middle Age,0,2574,429.0,6
12655,Matthew Carlson,33,Female,Adult,1,4831,603.875,8
12656,Veronica Baldwin,36,Male,Middle Age,0,4144,1036.0,4
12657,Mackenzie Chavez,54,Male,Senior,1,2804,560.8,5
12658,Donna West,48,Male,Middle Age,0,1929,385.8,5
12659,Katie Watson,19,Female,Young Adult,0,5584,698.0,8
12660,Darryl Carter,29,Male,Adult,1,2127,709.0,3
12661,Jamie Hall,44,Male,Middle Age,1,2238,559.5,4
12662,Mike Boyd,34,Female,Adult,0,1309,261.8,5
12663,Melissa Smith,64,Male,Senior,0,2687,537.4,5
12664,Angela Harmon,60,Male,Senior,1,7285,662.2727272727273,11
12665,Brittany Galloway,66,Male,Senior,0,2894,964.6666666666666,3
12666,Morgan Curry,19,Male,Young Adult,0,747,249.0,3
12667,Russell Andersen,22,Female,Young Adult,0,3962,792.4,5
12668,Ashley Stone,30,Female,Adult,0,4843,807.1666666666666,6
12669,Randy Wood,48,Female,Middle Age,0,2010,670.0,3
12670,Jessica Smith,28,Male,Adult,0,1822,607.3333333333334,3
12671,Crystal Turner,45,Female,Middle Age,0,1504,501.3333333333333,3
12672,Emily Miller,53,Male,Senior,1,3103,775.75,4
12673,Ethan Rice,46,Female,Middle Age,0,2102,525.5,4
12674,Cynthia Fuller,26,Male,Adult,0,3277,819.25,4
12675,Benjamin Frederick,36,Male,Middle Age,0,1876,938.0,2
12676,Mrs. Alyssa Morales DDS,43,Female,Middle Age,0,7050,1175.0,6
12677,Jonathan Sims,51,Female,Senior,0,5865,977.5,6
12678,Vincent Chavez,54,Male,Senior,0,3621,724.2,5
12679,Tracy Vasquez,28,Female,Adult,0,6620,1103.3333333333333,6
12680,Johnny Morrison,55,Male,Senior,0,7262,1210.3333333333333,6
12681,Martha Wood,61,Female,Senior,0,382,191.0,2
12682,Jay Gill,65,Male,Senior,0,1996,499.0,4
12683,Dr. Stephen Weiss,61,Female,Senior,0,3327,554.5,6
12684,Sarah Patel,37,Female,Middle Age,0,3657,1219.0,3
12685,Austin Arnold,29,Male,Adult,0,2090,2090.0,1
12686,Ryan Choi,32,Male,Adult,0,4104,513.0,8
12687,Robert Doyle,55,Male,Senior,0,5018,1003.6,5
12688,Juan Hill,57,Female,Senior,0,714,714.0,1
12689,Brittany Rogers,46,Male,Middle Age,1,3848,769.6,5
12690,Whitney Schultz,51,Female,Senior,0,5450,908.3333333333334,6
12691,Miranda Taylor,21,Male,Young Adult,0,7232,1205.3333333333333,6
12692,Lisa Walker,38,Female,Middle Age,1,1908,954.0,2
12693,Sharon Orozco,44,Female,Middle Age,0,3284,656.8,5
12694,Lisa Foster,61,Female,Senior,0,1490,745.0,2
12695,Rhonda Evans,47,Male,Middle Age,0,7397,1056.7142857142858,7
12696,Julia Hernandez,31,Male,Adult,0,2472,412.0,6
12697,Evan Smith,45,Male,Middle Age,0,4019,502.375,8
12698,Kathryn Chavez,31,Female,Adult,0,3917,652.8333333333334,6
12699,Stephanie Hull,28,Male,Adult,0,4789,598.625,8
12700,Natalie Jones,39,Male,Middle Age,0,4660,932.0,5
12701,Rebekah Blake,28,Female,Adult,0,2267,453.4,5
12702,Matthew Johnson,49,Male,Middle Age,0,3595,1797.5,2
12703,James Combs,31,Male,Adult,1,1158,386.0,3
12704,Danielle Hall,19,Male,Young Adult,0,3068,438.2857142857143,7
12705,Jesse Williams,57,Female,Senior,0,2788,929.3333333333334,3
12706,Seth Martinez,32,Female,Adult,0,4566,761.0,6
12707,Linda Washington,59,Male,Senior,0,2381,595.25,4
12708,Jillian Smith,61,Female,Senior,0,3479,579.8333333333334,6
12709,Kelly Alvarado,69,Female,Senior,0,7182,798.0,9
12710,Lisa Taylor,67,Female,Senior,1,903,301.0,3
12711,Deanna Jones,45,Male,Middle Age,0,3487,871.75,4
12712,Erica Bishop,30,Female,Adult,0,1958,652.6666666666666,3
12713,Tommy Ortiz,45,Female,Middle Age,0,4986,1662.0,3
12714,Jeffrey Shaffer,58,Male,Senior,0,2689,896.3333333333334,3
12715,Carl Wood,29,Female,Adult,1,1361,272.2,5
12716,Daniel Sanchez,42,Female,Middle Age,0,1461,1461.0,1
12717,Paige Boone,44,Female,Middle Age,1,383,191.5,2
12718,Rita Baxter,32,Female,Adult,1,395,131.66666666666666,3
12719,Kevin Simpson,19,Male,Young Adult,0,6925,1154.1666666666667,6
12720,Alicia Forbes,70,Male,Senior,0,3743,748.6,5
12721,Karla Greene,30,Male,Adult,0,5587,1117.4,5
12722,Marcia Palmer,21,Male,Young Adult,0,711,355.5,2
12723,Dr. Samuel Hernandez,21,Male,Young Adult,0,2358,471.6,5
12724,Michael Robbins,18,Male,Young Adult,0,3758,939.5,4
12725,Donald Edwards,39,Male,Middle Age,1,6707,958.1428571428571,7
12726,Eric Roberts,19,Female,Young Adult,0,3118,445.42857142857144,7
12727,Barbara Graham,24,Female,Young Adult,0,3102,620.4,5
12728,Kimberly Osborne,37,Female,Middle Age,0,4241,706.8333333333334,6
12729,Daniel Rios,55,Female,Senior,0,2838,709.5,4
12730,Deanna Myers,22,Male,Young Adult,0,1717,343.4,5
12731,George Harmon,48,Male,Middle Age,0,2804,701.0,4
12732,Richard Kelly,19,Female,Young Adult,1,5069,1013.8,5
12733,Veronica Montoya,67,Female,Senior,0,2518,503.6,5
12734,Nicole Bailey,46,Male,Middle Age,1,6654,831.75,8
12735,Allen Ramos,23,Female,Young Adult,0,4508,1502.6666666666667,3
12736,Andrew Snyder,19,Female,Young Adult,0,5997,999.5,6
12737,Pamela Smith,33,Female,Adult,0,7702,1540.4,5
12738,Gabriela Walker,61,Male,Senior,0,4881,610.125,8
12739,Todd Crawford,57,Female,Senior,0,2340,468.0,5
12740,Connor Roberts,36,Male,Middle Age,0,3922,1307.3333333333333,3
12741,Candace Armstrong,55,Male,Senior,1,4525,1131.25,4
12742,Anne Chavez,55,Male,Senior,1,5767,720.875,8
12743,Megan Gonzalez,26,Female,Adult,1,9885,898.6363636363636,11
12744,Kyle Parks,64,Female,Senior,0,732,366.0,2
12745,Gregory Colon,62,Female,Senior,0,6633,829.125,8
12746,Tonya Jackson,25,Male,Young Adult,0,5158,736.8571428571429,7
12747,Devon Logan,43,Male,Middle Age,0,4313,1078.25,4
12748,Todd Walls,61,Male,Senior,0,2538,507.6,5
12749,James Blevins,54,Male,Senior,0,1874,312.3333333333333,6
12750,Michael Pratt,54,Female,Senior,0,5171,861.8333333333334,6
12751,Patricia Cardenas,33,Male,Adult,0,5804,829.1428571428571,7
12752,Richard Thomas,19,Female,Young Adult,0,3521,1173.6666666666667,3
12753,Stacy Thompson,69,Female,Senior,0,6936,770.6666666666666,9
12754,Nicholas Mccormick,47,Male,Middle Age,0,1510,503.3333333333333,3
12755,Vickie Mccoy,54,Male,Senior,0,2093,418.6,5
12756,Emily Medina,63,Male,Senior,0,6532,1088.6666666666667,6
12757,Steve Hicks,27,Female,Adult,1,4105,1026.25,4
12758,Terry Oconnell,61,Female,Senior,0,7298,1042.5714285714287,7
12759,Madeline Smith,58,Male,Senior,0,427,213.5,2
12760,Joseph Walker,34,Male,Adult,0,2434,486.8,5
12761,Sylvia Anderson,56,Female,Senior,1,7527,836.3333333333334,9
12762,Jeffrey Miller,29,Male,Adult,1,6369,909.8571428571429,7
12763,Brian Carlson,58,Female,Senior,0,5983,997.1666666666666,6
12764,Rachel Donaldson,21,Male,Young Adult,0,3531,504.42857142857144,7
12765,Kelsey Lara,51,Male,Senior,0,2038,679.3333333333334,3
12766,Margaret Campbell,51,Male,Senior,1,4942,823.6666666666666,6
12767,Alyssa Hubbard,47,Male,Middle Age,0,880,440.0,2
12768,Christina King,54,Female,Senior,0,3413,1137.6666666666667,3
12769,Edwin Walter,31,Female,Adult,0,2993,427.57142857142856,7
12770,Craig Torres,64,Male,Senior,0,1546,309.2,5
12771,Steven Hawkins,51,Female,Senior,0,5054,1010.8,5
12772,Terry Gonzalez,55,Female,Senior,1,2132,1066.0,2
12773,Phillip Torres,52,Female,Senior,0,5917,986.1666666666666,6
12774,Robert Taylor,67,Male,Senior,1,2405,801.6666666666666,3
12775,Joshua Mcgrath,49,Male,Middle Age,0,5643,940.5,6
12776,Gregory Harrison,20,Female,Young Adult,0,2091,697.0,3
12777,Ms. Julia Silva MD,41,Male,Middle Age,1,5419,677.375,8
12778,Patrick Coleman,46,Male,Middle Age,1,4564,1141.0,4
12779,Belinda Bautista,36,Female,Middle Age,1,919,459.5,2
12780,Keith Hill,49,Female,Middle Age,0,3531,882.75,4
12781,Kathryn Miller,35,Female,Adult,1,7403,822.5555555555555,9
12782,Cindy Henry,54,Female,Senior,0,642,214.0,3
12783,Julie Hancock,64,Male,Senior,0,2877,959.0,3
12784,Wanda Saunders,62,Female,Senior,0,1732,433.0,4
12785,Sara Williams,56,Female,Senior,0,8746,874.6,10
12786,Christina Phillips,39,Female,Middle Age,0,5486,783.7142857142857,7
12787,Jennifer Hunter,67,Male,Senior,1,3135,1045.0,3
12788,Justin Benson,55,Female,Senior,0,6452,1075.3333333333333,6
12789,Joseph Martinez,19,Male,Young Adult,0,5956,992.6666666666666,6
12790,Amanda Brown,67,Female,Senior,1,1562,520.6666666666666,3
12791,Dawn Hernandez,50,Male,Middle Age,0,3250,1625.0,2
12792,Theresa Lawson,36,Male,Middle Age,0,2485,828.3333333333334,3
12793,Melissa Martin MD,34,Female,Adult,0,1609,804.5,2
12794,Angel Poole,56,Male,Senior,0,2008,1004.0,2
12795,Olivia Burgess,33,Male,Adult,0,8647,1080.875,8
12796,Frances Figueroa,41,Male,Middle Age,0,4224,704.0,6
12797,Jennifer Garza,24,Male,Young Adult,0,4708,588.5,8
12798,Melinda Hawkins,64,Male,Senior,1,7893,1578.6,5
12799,Debra Pratt,19,Female,Young Adult,0,5429,1809.6666666666667,3
12800,Sarah Williams,22,Male,Young Adult,1,6444,1288.8,5
12801,Ian Rangel,68,Female,Senior,0,4188,598.2857142857143,7
12802,Elizabeth Bradley,23,Male,Young Adult,0,8114,901.5555555555555,9
12803,Matthew Trujillo,39,Female,Middle Age,0,1750,875.0,2
12804,Thomas Ramirez,30,Male,Adult,0,4385,877.0,5
12805,Nicole Shannon,29,Male,Adult,1,2369,1184.5,2
12806,Andrew Price,34,Female,Adult,0,1415,707.5,2
12807,Crystal Armstrong,25,Male,Young Adult,0,4503,1125.75,4
12808,Nathaniel Cunningham,58,Male,Senior,0,4345,1086.25,4
12809,Heather Castaneda,30,Female,Adult,0,981,245.25,4
12810,Kimberly Krause,51,Female,Senior,0,514,257.0,2
12811,Billy Ashley,65,Male,Senior,0,3172,1057.3333333333333,3
12812,Lynn Stark,39,Male,Middle Age,1,2160,540.0,4
12813,Nicole Dixon,27,Male,Adult,1,1636,545.3333333333334,3
12814,Linda Fowler,46,Female,Middle Age,0,2279,455.8,5
12815,Kathryn Cannon,29,Female,Adult,0,3541,505.85714285714283,7
12816,Caleb Diaz,48,Male,Middle Age,0,6248,781.0,8
12817,William Hall,18,Female,Young Adult,0,2879,719.75,4
12818,Jean Patel,21,Female,Young Adult,0,1402,350.5,4
12819,Amanda Gallagher,51,Male,Senior,0,3686,614.3333333333334,6
12820,Gregory Jacobs,27,Female,Adult,0,3333,833.25,4
12821,Shannon Scott,23,Female,Young Adult,0,2677,669.25,4
12822,Brandon Hanson,58,Female,Senior,0,10097,841.4166666666666,12
12823,Ronnie Larson,55,Female,Senior,1,7785,1557.0,5
12824,Debra Davis,44,Female,Middle Age,0,1452,363.0,4
12825,Nicholas Jones,59,Female,Senior,0,4048,506.0,8
12826,Travis Fisher,68,Female,Senior,0,1858,619.3333333333334,3
12827,Heidi Evans,54,Male,Senior,0,3599,599.8333333333334,6
12828,Joanne Esparza,19,Female,Young Adult,0,6890,1148.3333333333333,6
12829,Nicole Taylor,45,Male,Middle Age,0,2155,718.3333333333334,3
12830,Mary Gonzales,36,Male,Middle Age,0,1662,831.0,2
12831,Jessica Robinson,18,Male,Young Adult,0,1745,581.6666666666666,3
12832,Joseph Shaw,70,Male,Senior,0,2402,480.4,5
12833,Lisa James,34,Male,Adult,0,2305,2305.0,1
12834,Ryan Bowman,62,Male,Senior,0,2110,527.5,4
12835,Tonya Allen,53,Female,Senior,1,1688,562.6666666666666,3
12836,Derek Barrera,68,Male,Senior,1,4141,828.2,5
12837,Tommy Garcia,53,Female,Senior,0,2666,666.5,4
12838,Lori Gardner,31,Male,Adult,1,1468,734.0,2
12839,Robert Gardner,64,Female,Senior,0,6483,720.3333333333334,9
12840,Angela Miller,32,Female,Adult,1,7813,868.1111111111111,9
12841,Mary Adams,56,Male,Senior,0,9988,1664.6666666666667,6
12842,James Daniels,48,Male,Middle Age,0,2342,1171.0,2
12843,Diane Randall,34,Female,Adult,1,6350,793.75,8
12844,Renee Rogers,69,Male,Senior,0,6039,862.7142857142857,7
12846,Julian Gutierrez,27,Male,Adult,0,955,318.3333333333333,3
12847,Nicholas Sanchez,46,Male,Middle Age,0,2812,562.4,5
12848,Melissa Thompson,30,Female,Adult,0,1103,551.5,2
12849,Jacob Scott,21,Male,Young Adult,0,3213,642.6,5
12850,Joseph Landry,47,Female,Middle Age,1,3833,958.25,4
12851,Tony Miranda,56,Female,Senior,1,1190,595.0,2
12852,Craig Fernandez,47,Female,Middle Age,1,3423,855.75,4
12853,Samuel Williams,33,Male,Adult,1,3281,656.2,5
12854,Mitchell Lynn,60,Female,Senior,0,11269,939.0833333333334,12
12855,Tammy Kennedy,56,Female,Senior,0,6057,757.125,8
12856,Dominique Shelton,50,Male,Middle Age,0,2769,692.25,4
12857,Alison Robinson,37,Male,Middle Age,0,2554,510.8,5
12858,Frances Madden,68,Male,Senior,0,3663,1221.0,3
12859,Larry Vargas,32,Male,Adult,0,2769,692.25,4
12860,Kristina Mullen,52,Male,Senior,0,3488,1162.6666666666667,3
12861,Cheryl Holt,43,Male,Middle Age,0,2223,1111.5,2
12862,James Morales II,52,Male,Senior,0,3469,578.1666666666666,6
12863,Jennifer Christensen,22,Female,Young Adult,0,5449,908.1666666666666,6
12864,Alyssa Luna,69,Female,Senior,0,3772,628.6666666666666,6
12865,Michelle Leblanc,70,Male,Senior,0,1038,346.0,3
12866,Eric Lewis,21,Female,Young Adult,0,5048,631.0,8
12867,Steven Hawkins,61,Female,Senior,1,4711,523.4444444444445,9
12868,Frank Sherman,22,Female,Young Adult,1,5715,952.5,6
12869,Diane Nichols,27,Female,Adult,0,3031,757.75,4
12870,Barbara Sutton,32,Female,Adult,0,4684,936.8,5
12871,William Wu,33,Male,Adult,0,4849,606.125,8
12872,Robert Spencer,68,Male,Senior,1,2168,722.6666666666666,3
12873,Shane Sullivan,29,Male,Adult,0,1767,441.75,4
12874,Zachary Jackson,19,Male,Young Adult,0,4254,709.0,6
12875,Alexander Coleman,68,Female,Senior,1,6739,1123.1666666666667,6
12876,Susan Holloway,27,Female,Adult,0,2588,1294.0,2
12877,Katherine Reid,27,Male,Adult,0,4209,701.5,6
12878,Jenny Watkins,22,Female,Young Adult,0,3032,505.3333333333333,6
12879,Kathy Kemp,49,Female,Middle Age,0,3631,726.2,5
12880,Mrs. Pamela Ford MD,32,Female,Adult,0,3461,576.8333333333334,6
12881,Sean Henderson,33,Male,Adult,0,3352,670.4,5
12882,Brandy Ryan,42,Female,Middle Age,0,4529,647.0,7
12883,Edward Hernandez,31,Male,Adult,0,6198,774.75,8
12884,Christopher Morrow,69,Female,Senior,0,347,347.0,1
12885,Lauren White,30,Male,Adult,0,4207,841.4,5
12886,Mrs. Susan Monroe,28,Female,Adult,0,193,193.0,1
12887,Emily Everett DDS,61,Male,Senior,0,832,416.0,2
12888,Alexander Hanson,26,Male,Adult,0,4081,583.0,7
12889,Jessica Cantrell,27,Male,Adult,1,1931,386.2,5
12890,Alicia Obrien,53,Female,Senior,0,1963,654.3333333333334,3
12891,Blake Poole,64,Female,Senior,1,2461,615.25,4
12892,Michelle Black,34,Male,Adult,0,6169,1028.1666666666667,6
12893,Brenda Brown,28,Female,Adult,0,812,812.0,1
12894,Andre Herrera,24,Male,Young Adult,1,6073,867.5714285714286,7
12895,Shane Flynn,66,Female,Senior,1,531,265.5,2
12896,Julian Dawson,60,Male,Senior,0,6241,1248.2,5
12897,Kayla Johnson,59,Female,Senior,0,3390,565.0,6
12898,Anita Bennett,35,Male,Adult,0,4540,648.5714285714286,7
12899,Robert Tucker,59,Male,Senior,1,3432,490.2857142857143,7
12900,Rachel Nelson,61,Female,Senior,0,297,148.5,2
12901,Hannah Adams,66,Female,Senior,0,7119,711.9,10
12902,Stephanie Hill,68,Male,Senior,0,4742,1185.5,4
12903,Heather Stevens,25,Male,Young Adult,0,2514,502.8,5
12904,Brandy Moore,34,Female,Adult,0,2821,403.0,7
12906,Michael Long,63,Female,Senior,0,2283,380.5,6
12907,Dustin Moses,32,Female,Adult,0,3386,564.3333333333334,6
12908,Thomas Russell,65,Male,Senior,1,4505,563.125,8
12909,Megan Rosales,20,Female,Young Adult,1,5375,1075.0,5
12910,Holly Hall,28,Male,Adult,0,1503,751.5,2
12911,Larry Miller,25,Female,Young Adult,0,6412,1068.6666666666667,6
12912,Manuel Carney,69,Male,Senior,1,6298,1259.6,5
12913,Kyle Rogers,31,Female,Adult,0,7725,965.625,8
12914,Stephen Ortiz,30,Male,Adult,0,3854,770.8,5
12915,Erin Bailey,24,Female,Young Adult,0,1284,1284.0,1
12916,Carla Marquez,60,Male,Senior,0,4752,792.0,6
12917,James Meyer,69,Male,Senior,0,5025,1005.0,5
12918,Lisa Thomas,68,Male,Senior,1,1040,346.6666666666667,3
12919,Joseph Smith,67,Male,Senior,1,4313,616.1428571428571,7
12920,Justin Tran,56,Female,Senior,0,7445,744.5,10
12921,Glenn Wilson,61,Male,Senior,1,5912,739.0,8
12922,Frances Reeves,40,Female,Middle Age,0,5587,798.1428571428571,7
12923,Maria Ramsey,19,Male,Young Adult,0,1170,585.0,2
12924,Patricia Davis,65,Female,Senior,0,3523,587.1666666666666,6
12925,Donna Lowe,21,Male,Young Adult,1,1323,661.5,2
12926,Cameron Guerra,36,Female,Middle Age,0,5245,1311.25,4
12927,Kaitlin Castro,39,Male,Middle Age,0,4810,801.6666666666666,6
12928,Christine Johnson,21,Male,Young Adult,1,4182,836.4,5
12929,Robert Evans,66,Female,Senior,0,4997,555.2222222222222,9
12930,Melanie Burns,19,Female,Young Adult,1,2776,555.2,5
12931,Alexandria Johnson,40,Male,Middle Age,0,1313,328.25,4
12932,Brian Sanford,22,Female,Young Adult,0,2576,858.6666666666666,3
12933,Jessica Perez MD,47,Female,Middle Age,0,3182,1060.6666666666667,3
12935,Eric Shah,41,Female,Middle Age,0,5793,579.3,10
12936,John Glover,46,Male,Middle Age,0,4608,1536.0,3
12937,Andrea Wood,62,Female,Senior,0,3186,796.5,4
12938,Alicia Mcdaniel,45,Female,Middle Age,0,3636,606.0,6
12939,Robin Long,29,Male,Adult,0,1948,649.3333333333334,3
12940,Dr. Vanessa Anderson MD,25,Female,Young Adult,0,5313,885.5,6
12941,Donald Garza,23,Female,Young Adult,0,2894,964.6666666666666,3
12942,William Simon,19,Female,Young Adult,0,9703,1078.111111111111,9
12943,Heather Gonzalez,25,Male,Young Adult,0,2357,785.6666666666666,3
12944,Amy Murphy,47,Male,Middle Age,1,5566,1113.2,5
12945,William Ellis,62,Male,Senior,0,773,386.5,2
12946,Justin Moore,34,Male,Adult,1,4526,905.2,5
12947,David Robles,47,Female,Middle Age,0,5020,717.1428571428571,7
12948,Jamie Porter,41,Female,Middle Age,0,3111,622.2,5
12949,Denise Lane,42,Male,Middle Age,0,2942,980.6666666666666,3
12950,Luke Weeks,64,Female,Senior,0,2169,361.5,6
12951,Stephen Rivera,59,Male,Senior,1,4072,678.6666666666666,6
12952,John Vincent,28,Male,Adult,0,4872,1218.0,4
12953,Kristina Hopkins,44,Female,Middle Age,0,5181,740.1428571428571,7
12954,Aaron Ferguson,20,Female,Young Adult,0,1560,780.0,2
12955,Jim Boyd,54,Female,Senior,0,245,245.0,1
12956,Jennifer Cook,50,Male,Middle Age,1,4419,491.0,9
12957,Andrew Cain,32,Female,Adult,0,5702,633.5555555555555,9
12958,Jessica Robinson,35,Male,Adult,0,1663,415.75,4
12959,Shannon Thomas,34,Male,Adult,0,5641,940.1666666666666,6
12960,Melinda Baker,21,Male,Young Adult,0,3090,772.5,4
12961,Derrick Kelly,42,Female,Middle Age,0,5115,1023.0,5
12962,Stephen Small,21,Male,Young Adult,0,4739,592.375,8
12963,Bryan Sanford,51,Female,Senior,0,5918,845.4285714285714,7
12964,Robert Martin,41,Female,Middle Age,0,5156,1289.0,4
12965,Victoria Rhodes,42,Male,Middle Age,0,8566,1070.75,8
12966,Larry Guerrero,28,Female,Adult,1,2394,478.8,5
12967,Doris Lee,32,Male,Adult,0,3403,680.6,5
12968,April Martinez,54,Female,Senior,0,6766,966.5714285714286,7
12969,Ashley Morris,39,Male,Middle Age,1,2150,430.0,5
12970,Juan Oliver,52,Male,Senior,0,7319,1463.8,5
12971,Brenda Herrera,22,Female,Young Adult,0,1973,493.25,4
12972,Tina Moore,49,Male,Middle Age,0,1511,302.2,5
12973,Brenda Garcia,20,Female,Young Adult,0,2807,561.4,5
12974,Nicole Watson,54,Female,Senior,0,4590,918.0,5
12975,Rebecca Burgess,67,Male,Senior,1,4931,493.1,10
12976,Thomas Ho,19,Female,Young Adult,0,3273,545.5,6
12977,Brady Lopez,25,Female,Young Adult,0,5204,867.3333333333334,6
12978,Kenneth Jones,67,Male,Senior,0,4936,822.6666666666666,6
12979,Sharon Murray,68,Female,Senior,1,3567,594.5,6
12980,Bonnie Carrillo,25,Male,Young Adult,0,3194,638.8,5
12981,Alfred Grant,18,Male,Young Adult,1,8121,1015.125,8
12982,Ryan Mckay,31,Male,Adult,0,902,451.0,2
12983,Tiffany Rhodes,56,Female,Senior,0,1494,298.8,5
12984,Dylan Sims,62,Female,Senior,0,2144,714.6666666666666,3
12985,Samantha Knight,18,Female,Young Adult,1,3384,846.0,4
12986,Lee Jarvis,64,Female,Senior,0,510,510.0,1
12987,Anthony Macdonald,19,Female,Young Adult,1,6445,1074.1666666666667,6
12988,Maria Potter,48,Male,Middle Age,0,6760,845.0,8
12989,Kevin Castillo,37,Female,Middle Age,0,2526,631.5,4
12990,Kirk Webster,44,Male,Middle Age,0,4059,811.8,5
12991,Selena Ford,22,Female,Young Adult,0,1180,590.0,2
12992,Kathryn Maynard,33,Male,Adult,0,6459,1076.5,6
12993,Juan Nelson,18,Female,Young Adult,0,6514,723.7777777777778,9
12994,Andrew Sexton,29,Female,Adult,0,5773,824.7142857142857,7
12995,Mrs. Katherine Harris MD,44,Female,Middle Age,0,3147,629.4,5
12996,Karen Herrera,25,Male,Young Adult,0,2017,1008.5,2
12997,Wendy Wilson,56,Male,Senior,0,1202,400.6666666666667,3
12998,Emily Flores,34,Male,Adult,0,820,410.0,2
12999,Gary Flores,37,Male,Middle Age,0,6296,1049.3333333333333,6
13000,Matthew Schneider,29,Male,Adult,0,1601,800.5,2
13001,Thomas Gonzalez,42,Female,Middle Age,0,4059,676.5,6
13002,Bill Gonzalez,44,Female,Middle Age,1,2346,586.5,4
13003,Nicholas Oneill,66,Female,Senior,0,11426,952.1666666666666,12
13004,Colin Smith,49,Male,Middle Age,1,8572,1714.4,5
13005,David Collins,56,Male,Senior,0,6697,1116.1666666666667,6
13006,Kyle Page,24,Female,Young Adult,1,3101,620.2,5
13007,Marissa Wolfe,35,Female,Adult,0,3011,430.14285714285717,7
13008,Dr. John Kemp,31,Female,Adult,0,3316,829.0,4
13009,Antonio Adams,55,Female,Senior,1,234,78.0,3
13010,Donald Brown,52,Male,Senior,0,9183,1147.875,8
13011,Anthony Lewis,31,Female,Adult,0,6031,670.1111111111111,9
13012,Jessica Owens,23,Female,Young Adult,1,4497,899.4,5
13013,Christopher Kirk,26,Female,Adult,1,3233,1077.6666666666667,3
13014,Gregory Fischer,65,Male,Senior,0,1761,440.25,4
13015,Sarah Smith,50,Female,Middle Age,0,3562,890.5,4
13016,Julia Douglas,28,Male,Adult,1,2255,563.75,4
13017,Renee Bradley,59,Female,Senior,0,5305,757.8571428571429,7
13018,Mrs. Kelli Barnes,56,Male,Senior,0,4324,1441.3333333333333,3
13019,Gary Krause,43,Female,Middle Age,1,1695,847.5,2
13020,Brett Frazier,31,Female,Adult,1,3404,680.8,5
13021,Frances Davis,61,Male,Senior,1,3886,777.2,5
13022,Shannon White,47,Female,Middle Age,0,3172,453.14285714285717,7
13023,Sierra Pearson,26,Male,Adult,0,5798,828.2857142857143,7
13024,Jennifer James,22,Male,Young Adult,0,3034,606.8,5
13025,Michael Rivera,31,Male,Adult,0,2996,499.3333333333333,6
13026,Bill Hayes,65,Male,Senior,0,3685,526.4285714285714,7
13027,Lisa Long,57,Female,Senior,0,2103,701.0,3
13028,Jeffrey Andrews,43,Male,Middle Age,0,6123,874.7142857142857,7
13029,Tanya Lam,44,Male,Middle Age,0,355,177.5,2
13030,Roger Butler,19,Female,Young Adult,1,2705,901.6666666666666,3
13031,Michael Mccoy,56,Female,Senior,0,5194,865.6666666666666,6
13032,Justin Carrillo,44,Female,Middle Age,0,3363,672.6,5
13033,Keith Gray DVM,57,Female,Senior,0,1528,509.3333333333333,3
